car;price;city;year;base;engine;color;wheel;url;transmission
Kia Rio;4200000;Алматы;2013; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/104736756; КПП автомат
Mercedes-Benz G 500;10200000;Алматы;2002; внедорожник;5; черный; левый руль;https://kolesa.kz//a/show/105270107; КПП автомат
Audi A6;2300000;Алматы;1997; седан;2.4; серебристый; левый руль;https://kolesa.kz//a/show/105408730; КПП типтроник
Hyundai Porter;4600000;Алматы;2011; фургон;2.6; нет цвета; левый руль;https://kolesa.kz//a/show/104821332; КПП механика
Ford Mondeo;4200000;Алматы;2012; седан;2.3; белый; левый руль;https://kolesa.kz//a/show/105632733; КПП типтроник
Toyota HiAce;2400000;Алматы;2000; микроавтобус;3; белый; левый руль;https://kolesa.kz//a/show/103805086; КПП механика
Ford Fiesta;3300000;Алматы;2011; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105632694; КПП робот
Ford Mondeo;4200000;Алматы;2012; седан;2.3; белый; левый руль;https://kolesa.kz//a/show/101666364; КПП типтроник
Mazda 626;700000;Алматы;1990; универсал;2; синий; левый руль;https://kolesa.kz//a/show/97634254; КПП механика
Toyota Highlander;6700000;Алматы;2005; кроссовер;3.3; белый; левый руль;https://kolesa.kz//a/show/101630399; КПП автомат
ГАЗ ГАЗель;2400000;Алматы;2006; пикап;2.8; белый; левый руль;https://kolesa.kz//a/show/105370924; КПП механика
Audi 80;1700000;Алматы;1994; седан;2.6; синий; правый руль;https://kolesa.kz//a/show/44240384; КПП автомат
Mercedes-Benz GLC 250;15300000;Алматы;2017; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/105632611; КПП автомат
BMW 740;2300000;Алматы;1995; седан;4; белый; левый руль;https://kolesa.kz//a/show/101659091; КПП автомат
Toyota Land Cruiser;5200000;Алматы;2004; внедорожник;4.5; черный; левый руль;https://kolesa.kz//a/show/105632625; КПП механика
ВАЗ (Lada) 2114 (хэтчбек);1850000;Алматы;2013; хэтчбек;1.6; белый; левый руль;https://kolesa.kz//a/show/102943125; КПП механика
Toyota Camry;1700000;Алматы;1996; седан;3; нет цвета; левый руль;https://kolesa.kz//a/show/100991437; КПП автомат
Nissan Maxima;2300000;Алматы;1998; седан;3; серебристый; левый руль;https://kolesa.kz//a/show/102437170; КПП механика
Mercedes-Benz E 280;2800000;Алматы;1993; седан;2.8; серебристый; левый руль;https://kolesa.kz//a/show/104160164; КПП автомат
Mazda Cronos;1200000;Алматы;1995; хэтчбек;2; бордовый; левый руль;https://kolesa.kz//a/show/104090892; КПП автомат
Mercedes-Benz ML 350;7000000;Алматы;2008; внедорожник;3.5; белый; левый руль;https://kolesa.kz//a/show/105632549; КПП типтроник
ЗАЗ Chance;1400000;Алматы;2013; хэтчбек;1.5; нет цвета; левый руль;https://kolesa.kz//a/show/105095608; КПП механика
Toyota Camry;2900000;Алматы;1997; седан;2.2; зеленый; левый руль;https://kolesa.kz//a/show/104074171; КПП автомат
Nissan Maxima;1350000;Алматы;1997; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/105632551; КПП автомат
DongFeng 580;2350000;Алматы;2012; пикап;2.2; белый; левый руль;https://kolesa.kz//a/show/99150650; КПП механика
Audi 80;400000;Алматы;1987; седан;1.8; белый; левый руль;https://kolesa.kz//a/show/100866995; КПП механика
Hyundai Accent;3000000;Алматы;2011; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/98458404; КПП автомат
BMW 325;1300000;Алматы;1991; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/98458337; КПП автомат
Chevrolet Lacetti;2900000;Алматы;2008; хэтчбек;1.6; нет цвета; левый руль;https://kolesa.kz//a/show/99150813; КПП механика
Nissan Gloria;1150000;Алматы;1996; седан;2; белый; правый руль;https://kolesa.kz//a/show/98333263; КПП автомат
Daewoo Nexia;1200000;Алматы;2012; седан;1.5; нет цвета; левый руль;https://kolesa.kz//a/show/99566206; КПП механика
Subaru Legacy;2000000;Алматы;1994; седан;2; нет цвета; правый руль;https://kolesa.kz//a/show/98641190; КПП автомат
Volkswagen Golf;750000;Алматы;1992; хэтчбек;1.8; черный; левый руль;https://kolesa.kz//a/show/98383247; КПП механика
BMW X6;8500000;Алматы;2009; кроссовер;3; черный; левый руль;https://kolesa.kz//a/show/97981518; КПП автомат
Mercedes-Maybach S 500;34700000;Алматы;2015; седан;4.7; черный; левый руль;https://kolesa.kz//a/show/98063927; КПП типтроник
Toyota Camry;9650000;Алматы;2016; седан;2.5; нет цвета; левый руль;https://kolesa.kz//a/show/98383967; КПП автомат
Toyota RAV 4;5850000;Алматы;2008; кроссовер;2; черный; левый руль;https://kolesa.kz//a/show/98755098; КПП автомат
ЗАЗ Chance;1450000;Алматы;2013; хэтчбек;1.5; белый; левый руль;https://kolesa.kz//a/show/97815500; КПП механика
Mercedes-Benz ML 63 AMG;7000000;Алматы;2007; кроссовер;6.2; нет цвета; левый руль;https://kolesa.kz//a/show/97812632; КПП автомат
Nissan Patrol;1500000;Алматы;2013; внедорожник;5.6; белый; левый руль;https://kolesa.kz//a/show/97811802; КПП типтроник
Mercedes-Benz S 500;28000000;Алматы;2016; седан;5; черный; левый руль;https://kolesa.kz//a/show/97811104; КПП автомат
BMW X5;18500000;Алматы;2015; кроссовер;3; белый; левый руль;https://kolesa.kz//a/show/105360017; КПП типтроник
Toyota HiAce;4200000;Алматы;2007; микроавтобус;2.5; белый; левый руль;https://kolesa.kz//a/show/105632493; КПП механика
Dodge Stealth;1750000;Алматы;1994; купе;3; белый; левый руль;https://kolesa.kz//a/show/97810999; КПП автомат
Mercedes-Benz S 500;3999999;Алматы;1995; седан;5; черный; левый руль;https://kolesa.kz//a/show/97656999; КПП автомат
ГАЗ;4400000;Алматы;2013; фургон;2.9; белый; левый руль;https://kolesa.kz//a/show/97654972; КПП механика
Toyota Camry;7900000;Алматы;2013; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/102307812; КПП автомат
Hyundai Sonata;7200000;Алматы;2017; седан;2; белый; левый руль;https://kolesa.kz//a/show/105632488; КПП вариатор
Peugeot 301;3600000;Алматы;2013; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/92024565; КПП типтроник
Volkswagen Golf;650000;Алматы;1992; хэтчбек;1.8; синий; левый руль;https://kolesa.kz//a/show/98011907; КПП механика
Lexus GS 300;2000000;Алматы;1995; седан;3; бордовый; левый руль;https://kolesa.kz//a/show/103344590; КПП автомат
Toyota Camry;9300000;Алматы;2016; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/92123295; КПП автомат
Mercedes-Benz S 320;2700000;Алматы;1999; седан;3.2; фиолетовый; левый руль;https://kolesa.kz//a/show/105632467; КПП типтроник
Lexus ES 300h;10000000;Алматы;2013; седан;2.5; нет цвета; левый руль;https://kolesa.kz//a/show/105632447; КПП вариатор
Toyota RAV 4;11000000;Алматы;2018; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/104576898; КПП вариатор
Mercedes-Benz G 300;5800000;Алматы;1994; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/104421141; КПП автомат
Hyundai Accent;3600000;Алматы;2011; седан;1.6; серый; левый руль;https://kolesa.kz//a/show/105632414; КПП автомат
Mercedes-Benz;4400000;Алматы;2007; седан;2.2; серый; левый руль;https://kolesa.kz//a/show/100074164; КПП автомат
Mercedes-Benz G 500;9000000;Алматы;2000; лимузин;5; белый; левый руль;https://kolesa.kz//a/show/101100665; КПП автомат
BMW X6;9000000;Алматы;2009; лимузин;3; нет цвета; левый руль;https://kolesa.kz//a/show/105632394; КПП автомат
Mitsubishi Galant;2200000;Алматы;2002; седан;2.4; серый; левый руль;https://kolesa.kz//a/show/96672931; КПП типтроник
Scion XD;3700000;Алматы;2007; хэтчбек;1.8; красный; левый руль;https://kolesa.kz//a/show/105632368; КПП автомат
Mitsubishi Delica;5500000;Алматы;2002; минивэн;3; черный; правый руль;https://kolesa.kz//a/show/105632060; КПП автомат
Mercedes-Benz C 180;13000000;Алматы;2015; седан;2.5; нет цвета; левый руль;https://kolesa.kz//a/show/105632009; КПП автомат
Toyota Urban Cruiser;3700000;Алматы;2007; хэтчбек;1.8; красный; левый руль;https://kolesa.kz//a/show/105632005; КПП автомат
Mercedes-Benz GLS 500;63000000;Алматы;2019; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/105632358; КПП автомат
Lexus RX 400h;5000000;Алматы;2005; кроссовер;3.3; синий; левый руль;https://kolesa.kz//a/show/105631983; КПП вариатор
Toyota Carina ED;750000;Алматы;1995; седан;2; белый; правый руль;https://kolesa.kz//a/show/105631918; КПП автомат
Volkswagen Golf;700000;Алматы;1992; хэтчбек;1.8; красный; левый руль;https://kolesa.kz//a/show/103731880; КПП механика
Hyundai Sonata;1450000;Алматы;1998; седан;1.8; белый; левый руль;https://kolesa.kz//a/show/105632309; КПП механика
Nissan Almera;3000000;Алматы;2014; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105159949; КПП механика
Mercedes-Benz A 45 AMG;14000000;Алматы;2014; хэтчбек;2; белый; левый руль;https://kolesa.kz//a/show/105632273; КПП робот
Mitsubishi Pajero;1600000;Алматы;1992; внедорожник;2.5; зеленый; правый руль;https://kolesa.kz//a/show/103539338; КПП типтроник
Toyota Camry;14500000;Алматы;2018; седан;3.5; нет цвета; левый руль;https://kolesa.kz//a/show/105631762; КПП автомат
Toyota Camry;9500000;Алматы;2014; седан;3.5; белый; левый руль;https://kolesa.kz//a/show/104786658; КПП типтроник
Toyota Land Cruiser;3500000;Алматы;1998; внедорожник;4.5; белый; левый руль;https://kolesa.kz//a/show/105379054; КПП механика
Toyota Camry;7200000;Алматы;2014; седан;3.5; нет цвета; левый руль;https://kolesa.kz//a/show/105632293; КПП автомат
Mazda 626;830000;Алматы;1990; седан;2.2; серый; левый руль;https://kolesa.kz//a/show/105631717; КПП механика
Mercedes-Benz E 500;4000000;Алматы;1993; седан;5; нет цвета; левый руль;https://kolesa.kz//a/show/98424098; КПП автомат
Mercedes-Benz E 280;3100000;Алматы;2000; седан;2.8; серебристый; левый руль;https://kolesa.kz//a/show/105631683; КПП автомат
Chevrolet Tracker;8300000;Алматы;2018; кроссовер;1.8; белый; левый руль;https://kolesa.kz//a/show/105631661; КПП автомат
Mitsubishi ASX;5200000;Алматы;2013; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/105631574; КПП вариатор
Toyota Mark II;4500000;Алматы;1993; седан;2.5; черный; правый руль;https://kolesa.kz//a/show/97298879; КПП механика
Land Rover Defender;4500000;Алматы;1998; внедорожник;2.5; нет цвета; левый руль;https://kolesa.kz//a/show/38856200; КПП механика
Daewoo Nexia;1800000;Алматы;2012; седан;1.5; серебристый; левый руль;https://kolesa.kz//a/show/105376370; КПП механика
Mitsubishi Pajero;1780000;Алматы;1994; внедорожник;2.8; зеленый; правый руль;https://kolesa.kz//a/show/97238644; КПП типтроник
Foton Alpha;1000000;Алматы;2008; фургон;2.8; нет цвета; левый руль;https://kolesa.kz//a/show/104532819; КПП механика
Mazda 626;650000;Алматы;1990; хэтчбек;2; черный; левый руль;https://kolesa.kz//a/show/105632242; КПП механика
Subaru Impreza;1700000;Алматы;1998; хэтчбек;2; синий; правый руль;https://kolesa.kz//a/show/105631435; КПП типтроник
BMW 525;1500000;Алматы;1995; седан;2.5; серый; левый руль;https://kolesa.kz//a/show/103963599; КПП механика
Toyota Vista;1650000;Алматы;1995; седан;1.8; белый; правый руль;https://kolesa.kz//a/show/44322826; КПП автомат
Volkswagen Golf;2200000;Алматы;1998; универсал;2; зеленый; левый руль;https://kolesa.kz//a/show/97453664; КПП автомат
Nissan Patrol;3400000;Алматы;2001; внедорожник;3; серый; левый руль;https://kolesa.kz//a/show/103620620; КПП механика
Mercedes-Benz E 280;3100000;Алматы;1994; седан;2.8; зеленый; левый руль;https://kolesa.kz//a/show/105631351; КПП типтроник
Infiniti JX35;11500000;Алматы;2013; кабриолет;3.5; серебристый; левый руль;https://kolesa.kz//a/show/105632178; КПП типтроник
Daewoo Nexia;1100000;Алматы;2009; седан;1.5; зеленый; левый руль;https://kolesa.kz//a/show/105190177; КПП механика
Honda Accord;2000000;Алматы;1999; седан;1.8; серебристый; левый руль;https://kolesa.kz//a/show/105632154; КПП автомат
Lexus RX 350;7800000;Алматы;2007; кроссовер;3.5; белый; левый руль;https://kolesa.kz//a/show/105632156; КПП автомат
Toyota Aristo;1700000;Алматы;1995; седан;3; серый; правый руль;https://kolesa.kz//a/show/105631235; КПП автомат
ГАЗ ГАЗель;5800000;Алматы;2011; фургон;4.3; белый; левый руль;https://kolesa.kz//a/show/103260940; КПП автомат
Volkswagen Polo;5350000;Алматы;2019; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105632139; КПП механика
Honda Odyssey;2300000;Алматы;1996; минивэн;2.3; зеленый; правый руль;https://kolesa.kz//a/show/96015319; КПП автомат
Nissan Qashqai;5400000;Алматы;2013; кроссовер;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105631170; КПП вариатор
Nissan Sunny;425000;Алматы;1993; универсал;1.6; нет цвета; левый руль;https://kolesa.kz//a/show/105631113; КПП механика
Lexus ES 250;15500000;Алматы;2017; седан;2.5; черный; левый руль;https://kolesa.kz//a/show/104090987; КПП автомат
Chrysler 300C;4000000;Алматы;2005; седан;2.7; черный; левый руль;https://kolesa.kz//a/show/104377281; КПП автомат
Toyota Camry;8700000;Алматы;2014; седан;2.5; синий; левый руль;https://kolesa.kz//a/show/105273020; КПП автомат
Audi 100;550000;Алматы;1991; седан;2.3; нет цвета; левый руль;https://kolesa.kz//a/show/105632093; КПП механика
Audi A8;1600000;Алматы;1997; седан;2.8; белый; левый руль;https://kolesa.kz//a/show/105215969; КПП механика
Nissan Altima;3000000;Алматы;2007; седан;2.8; серебристый; левый руль;https://kolesa.kz//a/show/105632112; КПП автомат
Audi 100;1550000;Алматы;1993; седан;2.8; черный; левый руль;https://kolesa.kz//a/show/103965255; КПП механика
Lexus LX 570;15900000;Алматы;2010; внедорожник;5.7; черный; левый руль;https://kolesa.kz//a/show/98549749; КПП автомат
Subaru Legacy;2000000;Алматы;1996; универсал;2; синий; левый руль;https://kolesa.kz//a/show/105158818; КПП механика
Volkswagen Polo;1000000;Алматы;1995; хэтчбек;1.4; зеленый; левый руль;https://kolesa.kz//a/show/105632083; КПП автомат
Lexus ES 300;4000000;Алматы;2002; седан;3; серебристый; левый руль;https://kolesa.kz//a/show/104101547; КПП автомат
Skoda Octavia;3200000;Алматы;2013; лифтбэк;1.6; белый; левый руль;https://kolesa.kz//a/show/102216547; КПП механика
Mercedes-Benz E 240;3200000;Алматы;2002; седан;2.6; нет цвета; левый руль;https://kolesa.kz//a/show/102148892; КПП автомат
Toyota Camry;3500000;Алматы;2003; седан;2.4; белый; левый руль;https://kolesa.kz//a/show/105630953; КПП автомат
Jaguar S-Type;1400000;Алматы;2000; кроссовер;3; серебристый; левый руль;https://kolesa.kz//a/show/96772818; КПП автомат
Toyota Aristo;800000;Алматы;1994; седан;3; бежевый; правый руль;https://kolesa.kz//a/show/103649324; КПП автомат
Audi 80;1600000;Алматы;1993; седан;2; синий; левый руль;https://kolesa.kz//a/show/105630900; КПП механика
Mitsubishi Pajero;7300000;Алматы;2007; внедорожник;3.8; черный; левый руль;https://kolesa.kz//a/show/105632073; КПП типтроник
Toyota Hilux;2100000;Алматы;2010; пикап;2.7; нет цвета; левый руль;https://kolesa.kz//a/show/105630811; КПП механика
Subaru Impreza;1400000;Алматы;1997; седан;2; серебристый; левый руль;https://kolesa.kz//a/show/104379367; КПП механика
Infiniti FX35;2700000;Алматы;2003; кроссовер;3.5; серебристый; левый руль;https://kolesa.kz//a/show/105120492; КПП типтроник
Nissan Presage;2100000;Алматы;1999; минивэн;2.4; серебристый; правый руль;https://kolesa.kz//a/show/105632023; КПП автомат
Daewoo Nexia;1400000;Алматы;2012; седан;1.5; серый; правый руль;https://kolesa.kz//a/show/90786914; КПП механика
Hyundai Accent;4000000;Алматы;2013; седан;1.6; фиолетовый; левый руль;https://kolesa.kz//a/show/105371343; КПП автомат
Subaru Impreza;1400000;Алматы;1997; седан;2; серебристый; левый руль;https://kolesa.kz//a/show/105232017; КПП механика
Mazda Cronos;1450000;Алматы;1994; хэтчбек;1.8; зеленый; левый руль;https://kolesa.kz//a/show/45106645; КПП механика
Mercedes-Benz S 500;2400000;Алматы;2004; седан;5; нет цвета; левый руль;https://kolesa.kz//a/show/105630455; КПП автомат
Toyota Land Cruiser Prado;2800000;Алматы;1993; внедорожник;3; зеленый; правый руль;https://kolesa.kz//a/show/105632051; КПП механика
Mercedes-Benz E 260;1000000;Алматы;1991; седан;2.6; черный; левый руль;https://kolesa.kz//a/show/105632055; КПП автомат
Honda CR-V;2400000;Алматы;1996; кроссовер;2; серебристый; правый руль;https://kolesa.kz//a/show/105632038; КПП автомат
Mercedes-Benz Sprinter;10500000;Алматы;2008; микроавтобус;3; нет цвета; левый руль;https://kolesa.kz//a/show/100082394; КПП автомат
Toyota Land Cruiser;3800000;Алматы;1997; внедорожник;4.5; зеленый; левый руль;https://kolesa.kz//a/show/105632029; КПП механика
Toyota Land Cruiser Prado;4500000;Алматы;1994; внедорожник;3; белый; правый руль;https://kolesa.kz//a/show/102240222; КПП автомат
Mitsubishi Pajero;1950000;Алматы;1993; внедорожник;2.5; белый; правый руль;https://kolesa.kz//a/show/95969099; КПП типтроник
Mercedes-Benz E 320;2300000;Алматы;1996; седан;3.2; серый; левый руль;https://kolesa.kz//a/show/105375675; КПП автомат
Mercedes-Benz G 55 AMG;19500000;Алматы;2007; внедорожник;5.5; серебристый; левый руль;https://kolesa.kz//a/show/105631971; КПП автомат
ГАЗ 69;1500000;Алматы;1964; внедорожник;2.4; зеленый; левый руль;https://kolesa.kz//a/show/104124939; КПП механика
Mitsubishi Pajero;2100000;Алматы;1994; внедорожник;2.8; синий; правый руль;https://kolesa.kz//a/show/86465125; КПП автомат
Toyota Land Cruiser;13500000;Алматы;2008; внедорожник;4.5; черный; левый руль;https://kolesa.kz//a/show/99739194; КПП типтроник
Mazda 6;6700000;Алматы;2014; седан;2; белый; левый руль;https://kolesa.kz//a/show/98700932; КПП вариатор
Mercedes-Benz E 320;2000000;Алматы;1996; седан;3.2; зеленый; левый руль;https://kolesa.kz//a/show/105631943; КПП автомат
Toyota Carina E;1650000;Алматы;1993; седан;1.6; зеленый; левый руль;https://kolesa.kz//a/show/105631935; КПП механика
Mercedes-Benz Vito;2600000;Алматы;1996; микроавтобус;2; нет цвета; левый руль;https://kolesa.kz//a/show/103495161; КПП механика
Honda Accord;1200000;Алматы;1997; седан;1.8; зеленый; левый руль;https://kolesa.kz//a/show/105151572; КПП механика
Volkswagen Polo;4600000;Алматы;2015; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/103486803; КПП автомат
Mercedes-Benz S 320;2450000;Алматы;1999; седан;3.2; серебристый; левый руль;https://kolesa.kz//a/show/105335999; КПП автомат
Mercedes-Benz E 230;2500000;Алматы;1996; седан;2.3; серебристый; левый руль;https://kolesa.kz//a/show/98812958; КПП автомат
Toyota Voxy;3500000;Алматы;2007; минивэн;2; черный; левый руль;https://kolesa.kz//a/show/103844339; КПП автомат
Volkswagen Caddy;1200000;Алматы;1996; фургон;1.9; белый; левый руль;https://kolesa.kz//a/show/105631885; КПП механика
Hummer H2;6200000;Алматы;2003; внедорожник;6; серый; левый руль;https://kolesa.kz//a/show/105631876; КПП автомат
Mercedes-Benz ML 350;4700000;Алматы;2005; кроссовер;3.5; серый; левый руль;https://kolesa.kz//a/show/105135168; КПП автомат
Hummer H2;6300000;Алматы;2003; внедорожник;6; серебристый; левый руль;https://kolesa.kz//a/show/105631838; КПП автомат
Toyota Ipsum;2400000;Алматы;1997; минивэн;2; серебристый; правый руль;https://kolesa.kz//a/show/105631825; КПП автомат
Toyota Corolla;7500000;Алматы;2018; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105631809; КПП автомат
BMW X3;12200000;Алматы;2015; кроссовер;2; коричневый; левый руль;https://kolesa.kz//a/show/105286452; КПП автомат
Mercedes-Benz E 200;10000000;Алматы;2015; седан;2; белый; левый руль;https://kolesa.kz//a/show/105631786; КПП автомат
Mercedes-Benz ML 350;11800000;Алматы;2013; внедорожник;3.5; черный; левый руль;https://kolesa.kz//a/show/105631769; КПП автомат
ВАЗ (Lada) Largus;2600000;Алматы;2014; универсал;1.6; бежевый; левый руль;https://kolesa.kz//a/show/105231003; КПП механика
Toyota Ipsum;2400000;Алматы;1997; минивэн;2; серебристый; правый руль;https://kolesa.kz//a/show/103072369; КПП автомат
Mitsubishi 3000 GT;1200000;Алматы;1991; купе;3; серебристый; правый руль;https://kolesa.kz//a/show/105631739; КПП механика
Chevrolet Epica;3400000;Алматы;2012; седан;2; белый; левый руль;https://kolesa.kz//a/show/105631719; КПП механика
Mazda 626;600000;Алматы;1994; седан;2; коричневый; левый руль;https://kolesa.kz//a/show/105631701; КПП автомат
Mercedes-Benz G 500;12000000;Алматы;2006; внедорожник;5; черный; левый руль;https://kolesa.kz//a/show/105478420; КПП автомат
SsangYong Actyon Sports;3800000;Алматы;2011; пикап;2; серый; левый руль;https://kolesa.kz//a/show/105631631; КПП автомат
Mercedes-Benz E 200;1050000;Алматы;1993; седан;2; нет цвета; левый руль;https://kolesa.kz//a/show/44060255; КПП механика
Volkswagen Passat;5500000;Алматы;2011; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/95934230; КПП автомат
Hyundai Solaris;4500000;Алматы;2015; хэтчбек;1.6; синий; левый руль;https://kolesa.kz//a/show/103043382; КПП типтроник
Mercedes-Benz E 230;1100000;Алматы;1992; седан;2.3; жёлтый; левый руль;https://kolesa.kz//a/show/105631611; КПП механика
Mitsubishi Galant;990000;Алматы;1992; хэтчбек;2; серый; левый руль;https://kolesa.kz//a/show/103773603; КПП механика
Toyota RAV 4;12000000;Алматы;2017; кроссовер;2; серебристый; левый руль;https://kolesa.kz//a/show/103728223; КПП автомат
Subaru Legacy;2500000;Алматы;1999; универсал;2; синий; правый руль;https://kolesa.kz//a/show/99929227; КПП автомат
Lexus RX 300;4300000;Алматы;2001; кроссовер;3; белый; левый руль;https://kolesa.kz//a/show/105631606; КПП автомат
Daewoo Gentra;3500000;Алматы;2014; седан;1.5; бордовый; левый руль;https://kolesa.kz//a/show/104672420; КПП автомат
Toyota Camry;1750000;Алматы;1992; седан;2.2; вишня; левый руль;https://kolesa.kz//a/show/103859697; КПП механика
Daewoo Nexia;1450000;Алматы;2014; седан;1.5; белый; левый руль;https://kolesa.kz//a/show/105631588; КПП механика
Toyota Camry;1750000;Алматы;1992; седан;2.2; вишня; левый руль;https://kolesa.kz//a/show/86936046; КПП механика
Toyota Land Cruiser Prado;9900000;Алматы;2007; внедорожник;4; черный; левый руль;https://kolesa.kz//a/show/103785669; КПП автомат
Porsche Cayenne;3800000;Алматы;2004; кроссовер;4.5; синий; левый руль;https://kolesa.kz//a/show/104420494; КПП типтроник
BMW 528;2200000;Алматы;1996; седан;2.8; зеленый; левый руль;https://kolesa.kz//a/show/104018717; КПП автомат
Toyota Avensis;2100000;Алматы;2001; универсал;1.8; синий; левый руль;https://kolesa.kz//a/show/105631543; КПП механика
Mitsubishi Delica;1200000;Алматы;1990; внедорожник;2.5; нет цвета; правый руль;https://kolesa.kz//a/show/104427512; КПП механика
Toyota Camry;3800000;Алматы;2003; седан;2.4; белый; левый руль;https://kolesa.kz//a/show/104734343; КПП автомат
Nissan Primera;750000;Алматы;1991; универсал;1.6; белый; левый руль;https://kolesa.kz//a/show/105384719; КПП механика
Toyota Mark II;1650000;Алматы;1995; седан;2; нет цвета; правый руль;https://kolesa.kz//a/show/104243514; КПП автомат
Toyota Highlander;10300000;Алматы;2011; кроссовер;3.5; нет цвета; левый руль;https://kolesa.kz//a/show/105631519; КПП автомат
Hyundai Elantra;5250000;Алматы;2014; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/104951212; КПП типтроник
Audi A6;1900000;Алматы;1995; седан;2.6; зеленый; левый руль;https://kolesa.kz//a/show/104919410; КПП автомат
Toyota Chaser;1650000;Алматы;1995; седан;2; белый; правый руль;https://kolesa.kz//a/show/45858762; КПП автомат
Toyota Estima Lucida;1350000;Алматы;1995; минивэн;2.2; бирюзовый; правый руль;https://kolesa.kz//a/show/105631493; КПП автомат
Toyota RAV 4;4999000;Алматы;2006; кроссовер;2.4; серебристый; левый руль;https://kolesa.kz//a/show/104768432; КПП автомат
Toyota Land Cruiser Prado;8400000;Алматы;2007; внедорожник;3; бежевый; левый руль;https://kolesa.kz//a/show/104783318; КПП автомат
Ford Transit;1800000;Алматы;1992; микроавтобус;2.5; нет цвета; левый руль;https://kolesa.kz//a/show/104870878; КПП механика
Toyota Estima Lucida;2200000;Алматы;1997; микроавтобус;2; белый; правый руль;https://kolesa.kz//a/show/104549074; КПП автомат
Kia Sportage;6750000;Алматы;2014; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/102972516; КПП автомат
Toyota Corolla;1400000;Алматы;1995; универсал;1.6; зеленый; правый руль;https://kolesa.kz//a/show/104947089; КПП автомат
Mitsubishi Galant;650000;Алматы;1989; хэтчбек;2; серый; левый руль;https://kolesa.kz//a/show/105384450; КПП механика
BMW 318;1400000;Алматы;1993; седан;1.8; белый; левый руль;https://kolesa.kz//a/show/103632215; КПП типтроник
Mercedes-Benz E 280;2350000;Алматы;1997; седан;2.8; синий; левый руль;https://kolesa.kz//a/show/102678825; КПП автомат
Lexus RX 350;6650000;Алматы;2007; кроссовер;3.5; белый; левый руль;https://kolesa.kz//a/show/103381020; КПП типтроник
Audi 100;1550000;Алматы;1992; седан;2.6; красный; левый руль;https://kolesa.kz//a/show/105631317; КПП механика
Mitsubishi Galant;800000;Алматы;1992; хэтчбек;1.8; бордовый; левый руль;https://kolesa.kz//a/show/105631315; КПП механика
BMW 528;1800000;Алматы;1998; седан;2.8; зеленый; левый руль;https://kolesa.kz//a/show/103649680; КПП механика
Hyundai Tiburon;1700000;Алматы;2005; купе;2.7; оранжевый; левый руль;https://kolesa.kz//a/show/105631304; КПП механика
Toyota Corolla;3100000;Алматы;2006; седан;1.4; серебристый; левый руль;https://kolesa.kz//a/show/90176005; КПП механика
Toyota Land Cruiser Prado;3900000;Алматы;1995; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/105631248; КПП механика
Porsche Cayenne;21500000;Алматы;2013; кроссовер;4.8; черный; левый руль;https://kolesa.kz//a/show/101380819; КПП типтроник
Mercedes-Benz Sprinter;14750000;Алматы;2014; фургон;1.8; нет цвета; левый руль;https://kolesa.kz//a/show/105197969; КПП типтроник
Renault Arkana;8500000;Алматы;2020; кроссовер;1.6; коричневый; левый руль;https://kolesa.kz//a/show/105631189; КПП автомат
Mitsubishi Delica;3800000;Алматы;1995; внедорожник;3; синий; правый руль;https://kolesa.kz//a/show/105631200; КПП автомат
Hyundai Tucson;5700000;Алматы;2012; кроссовер;2; синий; левый руль;https://kolesa.kz//a/show/105390536; КПП автомат
Toyota Mark II;2100000;Алматы;1996; седан;2.5; белый; правый руль;https://kolesa.kz//a/show/105631182; КПП автомат
Toyota Land Cruiser Prado;7500000;Алматы;2001; внедорожник;3; белый; левый руль;https://kolesa.kz//a/show/105631124; КПП типтроник
Mercedes-Benz S 500;4400000;Алматы;2006; седан;5.5; белый; левый руль;https://kolesa.kz//a/show/105128662; КПП типтроник
BMW X5;22500000;Алматы;2016; кроссовер;3; черный; левый руль;https://kolesa.kz//a/show/105370320; КПП автомат
Porsche Cayenne;6000000;Алматы;2007; кроссовер;4.8; нет цвета; левый руль;https://kolesa.kz//a/show/94934211; КПП типтроник
